,AÑO,INEGI,NOM_ENTDIAD,NOM_MUNICIPIO,MODALIDAD,SUBTIPO_CRIMEN,ID_ENTIDAD,ID_MUNICIPIO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,TOTAL_ROBOS_AÑO,CVEGEO,CVE_ENT,CVE_MUN,NOMGEO
2090,2017,30009,VERACRUZ,ALTO LUCERO DE GUTIERREZ BARRIOS,ROBO COMUN,A NEGOCIO,30,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30009,30,9,Alto Lucero de Gutiérrez Barrios
1640,2017,21073,PUEBLA,HUEHUETLAN EL CHICO,ROBO COMUN,A NEGOCIO,21,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21073,21,73,Huehuetlán el Chico
2434,2017,32035,ZACATECAS,NORIA DE ANGELES,ROBO COMUN,A NEGOCIO,32,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32035,32,35,Noria de Ángeles
2103,2017,30022,VERACRUZ,ATZACAN,ROBO COMUN,A NEGOCIO,30,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30022,30,22,Atzacan
2432,2017,32033,ZACATECAS,MOYAHUA DE ESTRADA,ROBO COMUN,A NEGOCIO,32,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32033,32,33,Moyahua de Estrada
2089,2017,30008,VERACRUZ,ALPATLAHUAC,ROBO COMUN,A NEGOCIO,30,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30008,30,8,Alpatláhuac
2430,2017,32031,ZACATECAS,MONTE ESCOBEDO,ROBO COMUN,A NEGOCIO,32,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32031,32,31,Monte Escobedo
2088,2017,30007,VERACRUZ,CAMARON DE TEJEDA,ROBO COMUN,A NEGOCIO,30,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30007,30,7,Camarón de Tejeda
2427,2017,32028,ZACATECAS,MEZQUITAL DEL ORO,ROBO COMUN,A NEGOCIO,32,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32028,32,28,Mezquital del Oro
2426,2017,32027,ZACATECAS,MELCHOR OCAMPO,ROBO COMUN,A NEGOCIO,32,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32027,32,27,Melchor Ocampo
1644,2017,21077,PUEBLA,HUEYTLALPAN,ROBO COMUN,A NEGOCIO,21,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21077,21,77,Hueytlalpan
1645,2017,21078,PUEBLA,HUITZILAN DE SERDAN,ROBO COMUN,A NEGOCIO,21,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21078,21,78,Huitzilan de Serdán
1646,2017,21079,PUEBLA,HUITZILTEPEC,ROBO COMUN,A NEGOCIO,21,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21079,21,79,Huitziltepec
2104,2017,30023,VERACRUZ,ATZALAN,ROBO COMUN,A NEGOCIO,30,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30023,30,23,Atzalan
2105,2017,30024,VERACRUZ,TLALTETELA,ROBO COMUN,A NEGOCIO,30,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30024,30,24,Tlaltetela
1647,2017,21080,PUEBLA,ATLEQUIZAYAN,ROBO COMUN,A NEGOCIO,21,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21080,21,80,Atlequizayan
1648,2017,21081,PUEBLA,IXCAMILPA DE GUERRERO,ROBO COMUN,A NEGOCIO,21,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21081,21,81,Ixcamilpa de Guerrero
1649,2017,21082,PUEBLA,IXCAQUIXTLA,ROBO COMUN,A NEGOCIO,21,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21082,21,82,Ixcaquixtla
1650,2017,21083,PUEBLA,IXTACAMAXTITLAN,ROBO COMUN,A NEGOCIO,21,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21083,21,83,Ixtacamaxtitlán
2442,2017,32043,ZACATECAS,SUSTICACAN,ROBO COMUN,A NEGOCIO,32,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32043,32,43,Susticacán
2443,2017,32044,ZACATECAS,TABASCO,ROBO COMUN,A NEGOCIO,32,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32044,32,44,Tabasco
2422,2017,32023,ZACATECAS,JUCHIPILA,ROBO COMUN,A NEGOCIO,32,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32023,32,23,Juchipila
2101,2017,30020,VERACRUZ,ATLAHUILCO,ROBO COMUN,A NEGOCIO,30,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30020,30,20,Atlahuilco
2458,2017,2006,BAJA CALIFORNIA,MUNICIPIO 6,ROBO COMUN,A NEGOCIO,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02006,2,6,San Quintín
1616,2017,21049,PUEBLA,CHICONCUAUTLA,ROBO COMUN,A NEGOCIO,21,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21049,21,49,Chiconcuautla
2457,2017,32058,ZACATECAS,SANTA MARIA DE LA PAZ,ROBO COMUN,A NEGOCIO,32,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32058,32,58,Santa María de la Paz
1617,2017,21050,PUEBLA,CHICHIQUILA,ROBO COMUN,A NEGOCIO,21,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21050,21,50,Chichiquila
2098,2017,30017,VERACRUZ,APAZAPAN,ROBO COMUN,A NEGOCIO,30,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30017,30,17,Apazapan
2454,2017,32055,ZACATECAS,VILLANUEVA,ROBO COMUN,A NEGOCIO,32,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32055,32,55,Villanueva
1619,2017,21052,PUEBLA,CHIGMECATITLAN,ROBO COMUN,A NEGOCIO,21,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21052,21,52,Chigmecatitlán
2188,2017,30107,VERACRUZ,LAS MINAS,ROBO COMUN,A NEGOCIO,30,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30107,30,107,Las Minas
2452,2017,32053,ZACATECAS,VILLA GONZALEZ ORTEGA,ROBO COMUN,A NEGOCIO,32,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32053,32,53,Villa González Ortega
2451,2017,32052,ZACATECAS,VILLA GARCIA,ROBO COMUN,A NEGOCIO,32,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32052,32,52,Villa García
2450,2017,32051,ZACATECAS,VILLA DE COS,ROBO COMUN,A NEGOCIO,32,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32051,32,51,Villa de Cos
2449,2017,32050,ZACATECAS,VETAGRANDE,ROBO COMUN,A NEGOCIO,32,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32050,32,50,Vetagrande
1622,2017,21055,PUEBLA,CHILA,ROBO COMUN,A NEGOCIO,21,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21055,21,55,Chila
1623,2017,21056,PUEBLA,CHILA DE LA SAL,ROBO COMUN,A NEGOCIO,21,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21056,21,56,Chila de la Sal
2099,2017,30018,VERACRUZ,AQUILA,ROBO COMUN,A NEGOCIO,30,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30018,30,18,Aquila
1624,2017,21057,PUEBLA,HONEY,ROBO COMUN,A NEGOCIO,21,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21057,21,57,Honey
1625,2017,21058,PUEBLA,CHILCHOTLA,ROBO COMUN,A NEGOCIO,21,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21058,21,58,Chilchotla
1626,2017,21059,PUEBLA,CHINANTLA,ROBO COMUN,A NEGOCIO,21,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21059,21,59,Chinantla
1627,2017,21060,PUEBLA,DOMINGO ARENAS,ROBO COMUN,A NEGOCIO,21,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060,21,60,Domingo Arenas
1628,2017,21061,PUEBLA,ELOXOCHITLAN,ROBO COMUN,A NEGOCIO,21,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21061,21,61,Eloxochitlán
1629,2017,21062,PUEBLA,EPATLAN,ROBO COMUN,A NEGOCIO,21,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21062,21,62,Epatlán
2100,2017,30019,VERACRUZ,ASTACINGA,ROBO COMUN,A NEGOCIO,30,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30019,30,19,Astacinga
2445,2017,32046,ZACATECAS,TEPETONGO,ROBO COMUN,A NEGOCIO,32,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32046,32,46,Tepetongo
2444,2017,32045,ZACATECAS,TEPECHITLAN,ROBO COMUN,A NEGOCIO,32,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32045,32,45,Tepechitlán
1633,2017,21066,PUEBLA,GUADALUPE,ROBO COMUN,A NEGOCIO,21,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21066,21,66,Guadalupe
2086,2017,30005,VERACRUZ,ACULA,ROBO COMUN,A NEGOCIO,30,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30005,30,5,Acula
1651,2017,21084,PUEBLA,IXTEPEC,ROBO COMUN,A NEGOCIO,21,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21084,21,84,Ixtepec
1693,2017,21126,PUEBLA,SAN JERONIMO TECUANIPAN,ROBO COMUN,A NEGOCIO,21,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21126,21,126,San Jerónimo Tecuanipan
2407,2017,32008,ZACATECAS,CUAUHTEMOC,ROBO COMUN,A NEGOCIO,32,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32008,32,8,Cuauhtémoc
2116,2017,30035,VERACRUZ,CITLALTEPETL,ROBO COMUN,A NEGOCIO,30,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30035,30,35,Citlaltépetl
2403,2017,32004,ZACATECAS,BENITO JUAREZ,ROBO COMUN,A NEGOCIO,32,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32004,32,4,Benito Juárez
1672,2017,21105,PUEBLA,OCOTEPEC,ROBO COMUN,A NEGOCIO,21,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21105,21,105,Ocotepec
2402,2017,32003,ZACATECAS,ATOLINGA,ROBO COMUN,A NEGOCIO,32,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32003,32,3,Atolinga
1674,2017,21107,PUEBLA,OLINTLA,ROBO COMUN,A NEGOCIO,21,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21107,21,107,Olintla
2401,2017,32002,ZACATECAS,APULCO,ROBO COMUN,A NEGOCIO,32,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32002,32,2,Apulco
2400,2017,32001,ZACATECAS,APOZOL,ROBO COMUN,A NEGOCIO,32,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32001,32,1,Apozol
1678,2017,21111,PUEBLA,PANTEPEC,ROBO COMUN,A NEGOCIO,21,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21111,21,111,Pantepec
1679,2017,21112,PUEBLA,PETLALCINGO,ROBO COMUN,A NEGOCIO,21,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21112,21,112,Petlalcingo
1680,2017,21113,PUEBLA,PIAXTLA,ROBO COMUN,A NEGOCIO,21,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21113,21,113,Piaxtla
2399,2017,31106,YUCATAN,YOBAIN,ROBO COMUN,A NEGOCIO,31,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31106,31,106,Yobaín
2398,2017,31105,YUCATAN,YAXKUKUL,ROBO COMUN,A NEGOCIO,31,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31105,31,105,Yaxkukul
2397,2017,31104,YUCATAN,YAXCABA,ROBO COMUN,A NEGOCIO,31,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31104,31,104,Yaxcabá
2396,2017,31103,YUCATAN,XOCCHEL,ROBO COMUN,A NEGOCIO,31,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31103,31,103,Xocchel
1683,2017,21116,PUEBLA,QUIMIXTLAN,ROBO COMUN,A NEGOCIO,21,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21116,21,116,Quimixtlán
2393,2017,31100,YUCATAN,UCU,ROBO COMUN,A NEGOCIO,31,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31100,31,100,Ucú
2392,2017,31099,YUCATAN,UAYMA,ROBO COMUN,A NEGOCIO,31,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31099,31,99,Uayma
2391,2017,31098,YUCATAN,TZUCACAB,ROBO COMUN,A NEGOCIO,31,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31098,31,98,Tzucacab
1687,2017,21120,PUEBLA,SAN ANTONIO CAÑADA,ROBO COMUN,A NEGOCIO,21,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21120,21,120,San Antonio Cañada
1688,2017,21121,PUEBLA,SAN DIEGO LA MESA TOCHIMILTZINGO,ROBO COMUN,A NEGOCIO,21,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21121,21,121,San Diego la Mesa Tochimiltzingo
1689,2017,21122,PUEBLA,SAN FELIPE TEOTLALCINGO,ROBO COMUN,A NEGOCIO,21,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21122,21,122,San Felipe Teotlalcingo
1690,2017,21123,PUEBLA,SAN FELIPE TEPATLAN,ROBO COMUN,A NEGOCIO,21,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21123,21,123,San Felipe Tepatlán
2390,2017,31097,YUCATAN,TUNKAS,ROBO COMUN,A NEGOCIO,31,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31097,31,97,Tunkás
2332,2017,31039,YUCATAN,IXIL,ROBO COMUN,A NEGOCIO,31,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31039,31,39,Ixil
2020,2017,28042,TAMAULIPAS,VILLAGRAN,ROBO COMUN,A NEGOCIO,28,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28042,28,42,Villagrán
2082,2017,30001,VERACRUZ,ACAJETE,ROBO COMUN,A NEGOCIO,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30001,30,1,Acajete
1670,2017,21103,PUEBLA,NICOLAS BRAVO,ROBO COMUN,A NEGOCIO,21,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21103,21,103,Nicolás Bravo
2106,2017,30025,VERACRUZ,AYAHUALULCO,ROBO COMUN,A NEGOCIO,30,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30025,30,25,Ayahualulco
1669,2017,21102,PUEBLA,NEALTICAN,ROBO COMUN,A NEGOCIO,21,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21102,21,102,Nealtican
2420,2017,32021,ZACATECAS,JIMENEZ DEL TEUL,ROBO COMUN,A NEGOCIO,32,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32021,32,21,Jiménez del Teul
1653,2017,21086,PUEBLA,JALPAN,ROBO COMUN,A NEGOCIO,21,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21086,21,86,Jalpan
1654,2017,21087,PUEBLA,JOLALPAN,ROBO COMUN,A NEGOCIO,21,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21087,21,87,Jolalpan
2417,2017,32018,ZACATECAS,HUANUSCO,ROBO COMUN,A NEGOCIO,32,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32018,32,18,Huanusco
2110,2017,30029,VERACRUZ,CALCAHUALCO,ROBO COMUN,A NEGOCIO,30,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30029,30,29,Calcahualco
2112,2017,30031,VERACRUZ,CARRILLO PUERTO,ROBO COMUN,A NEGOCIO,30,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30031,30,31,Carrillo Puerto
1655,2017,21088,PUEBLA,JONOTLA,ROBO COMUN,A NEGOCIO,21,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21088,21,88,Jonotla
1656,2017,21089,PUEBLA,JOPALA,ROBO COMUN,A NEGOCIO,21,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21089,21,89,Jopala
2414,2017,32015,ZACATECAS,EL PLATEADO DE JOAQUIN AMARO,ROBO COMUN,A NEGOCIO,32,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32015,32,15,El Plateado de Joaquín Amaro
1658,2017,21091,PUEBLA,JUAN GALINDO,ROBO COMUN,A NEGOCIO,21,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21091,21,91,Juan Galindo
2413,2017,32014,ZACATECAS,GENERAL FRANCISCO R. MURGUIA,ROBO COMUN,A NEGOCIO,32,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32014,32,14,General Francisco R. Murguía
1659,2017,21092,PUEBLA,JUAN N. MENDEZ,ROBO COMUN,A NEGOCIO,21,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21092,21,92,Juan N. Méndez
2083,2017,30002,VERACRUZ,ACATLAN,ROBO COMUN,A NEGOCIO,30,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30002,30,2,Acatlán
2412,2017,32013,ZACATECAS,GENERAL ENRIQUE ESTRADA,ROBO COMUN,A NEGOCIO,32,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32013,32,13,General Enrique Estrada
2411,2017,32012,ZACATECAS,GENARO CODINA,ROBO COMUN,A NEGOCIO,32,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32012,32,12,Genaro Codina
2410,2017,32011,ZACATECAS,TRINIDAD GARCIA DE LA CADENA,ROBO COMUN,A NEGOCIO,32,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32011,32,11,Trinidad García de la Cadena
2191,2017,30110,VERACRUZ,MIXTLA DE ALTAMIRANO,ROBO COMUN,A NEGOCIO,30,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30110,30,110,Mixtla de Altamirano
1662,2017,21095,PUEBLA,LA MAGDALENA TLATLAUQUITEPEC,ROBO COMUN,A NEGOCIO,21,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21095,21,95,La Magdalena Tlatlauquitepec
1663,2017,21096,PUEBLA,MAZAPILTEPEC DE JUAREZ,ROBO COMUN,A NEGOCIO,21,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21096,21,96,Mazapiltepec de Juárez
1664,2017,21097,PUEBLA,MIXTLA,ROBO COMUN,A NEGOCIO,21,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21097,21,97,Mixtla
1665,2017,21098,PUEBLA,MOLCAXAC,ROBO COMUN,A NEGOCIO,21,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21098,21,98,Molcaxac
1666,2017,21099,PUEBLA,CAÑADA MORELOS,ROBO COMUN,A NEGOCIO,21,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21099,21,99,Cañada Morelos
1667,2017,21100,PUEBLA,NAUPAN,ROBO COMUN,A NEGOCIO,21,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21100,21,100,Naupan
2408,2017,32009,ZACATECAS,CHALCHIHUITES,ROBO COMUN,A NEGOCIO,32,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32009,32,9,Chalchihuites
1668,2017,21101,PUEBLA,NAUZONTLA,ROBO COMUN,A NEGOCIO,21,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21101,21,101,Nauzontla
1784,2017,21217,PUEBLA,ZOQUITLAN,ROBO COMUN,A NEGOCIO,21,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21217,21,217,Zoquitlán
2021,2017,28043,TAMAULIPAS,XICOTENCATL,ROBO COMUN,A NEGOCIO,28,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28043,28,43,Xicoténcatl
2330,2017,31037,YUCATAN,HUHI,ROBO COMUN,A NEGOCIO,31,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31037,31,37,Huhí
2247,2017,30166,VERACRUZ,TEPETLAN,ROBO COMUN,A NEGOCIO,30,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30166,30,166,Tepetlán
1910,2017,26021,SONORA,LA COLORADA,ROBO COMUN,A NEGOCIO,26,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26021,26,21,La Colorada
1911,2017,26022,SONORA,CUCURPE,ROBO COMUN,A NEGOCIO,26,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26022,26,22,Cucurpe
2246,2017,30165,VERACRUZ,TEPATLAXCO,ROBO COMUN,A NEGOCIO,30,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30165,30,165,Tepatlaxco
1912,2017,26023,SONORA,CUMPAS,ROBO COMUN,A NEGOCIO,26,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26023,26,23,Cumpas
1913,2017,26024,SONORA,DIVISADEROS,ROBO COMUN,A NEGOCIO,26,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26024,26,24,Divisaderos
2179,2017,30098,VERACRUZ,MAGDALENA,ROBO COMUN,A NEGOCIO,30,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30098,30,98,Magdalena
2148,2017,30067,VERACRUZ,FILOMENO MATA,ROBO COMUN,A NEGOCIO,30,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30067,30,67,Filomeno Mata
2151,2017,30070,VERACRUZ,HIDALGOTITLAN,ROBO COMUN,A NEGOCIO,30,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30070,30,70,Hidalgotitlán
